date,total_vaccinations,people_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,people_fully_vaccinated,people_fully_vaccinated_per_hundred,country,iso_code
2021-03-06,1091749.0,725388.0,10.47,6.96,29418.0,2822.0,32445.0,366361.0,3.51,Greece,GRC
2021-03-07,,,,,29343.0,2815.0,,,,Greece,GRC
2021-03-08,1126060.0,753636.0,10.8,7.23,29267.0,2808.0,,372424.0,3.5700000000000003,Greece,GRC
2021-03-09,1158386.0,780536.0,11.11,7.49,28750.0,2758.0,32326.0,377850.0,3.63,Greece,GRC
2021-03-10,1190723.0,807280.0,11.42,7.75,28473.0,2732.0,32337.0,383443.0,3.68,Greece,GRC
2021-03-11,1222393.0,831761.0,11.73,7.98,28240.0,2709.0,31670.0,390632.0,3.75,Greece,GRC
2021-03-12,1254087.0,855151.0,12.03,8.2,27826.0,2670.0,31694.0,398936.0,3.83,Greece,GRC
2021-03-13,1283472.0,877402.0,12.31,8.42,27389.0,2628.0,29385.0,406070.0,3.9,Greece,GRC
2021-03-14,,,,,25079.0,2406.0,,,,Greece,GRC
2021-03-15,1285437.0,877644.0,12.33,8.42,22768.0,2184.0,,407793.0,3.91,Greece,GRC
2021-03-16,1316554.0,895920.0,12.63,8.6,22595.0,2168.0,31117.0,420634.0,4.04,Greece,GRC
2021-03-17,1345735.0,915641.0,12.91,8.78,22145.0,2125.0,29181.0,430094.0,4.13,Greece,GRC
2021-03-18,1375828.0,935269.0,13.2,8.97,21919.0,2103.0,30093.0,440559.0,4.23,Greece,GRC
2021-03-19,1407064.0,956745.0,13.5,9.18,21854.0,2097.0,31236.0,450319.0,4.32,Greece,GRC
2021-03-20,1436491.0,977045.0,13.78,9.37,21860.0,2097.0,29427.0,459446.0,4.41,Greece,GRC
2021-03-21,,,,,24043.0,2307.0,,,,Greece,GRC
2021-03-22,1469020.0,997959.0,14.09,9.57,26226.0,2516.0,,471061.0,4.52,Greece,GRC
2021-03-23,1503487.0,1018670.0,14.42,9.77,26705.0,2562.0,34467.0,484817.0,4.65,Greece,GRC
2021-03-24,1536957.0,1035543.0,14.75,9.94,27317.0,2621.0,33470.0,501414.0,4.8100000000000005,Greece,GRC
2021-03-25,1537104.0,1035659.0,14.75,9.94,23039.0,2210.0,147.0,501445.0,4.8100000000000005,Greece,GRC
2021-03-26,1572726.0,1046291.0,15.09,10.04,23666.0,2271.0,35622.0,526435.0,5.05,Greece,GRC
2021-03-27,1604238.0,1055744.0,15.39,10.13,23964.0,2299.0,31512.0,548494.0,5.26,Greece,GRC
2021-03-28,,,,,23886.0,2292.0,,,,Greece,GRC
2021-03-29,1635676.0,1066873.0,15.69,10.24,23808.0,2284.0,,568803.0,5.46,Greece,GRC
2021-03-30,1668956.0,1080658.0,16.01,10.37,23638.0,2268.0,33280.0,588298.0,5.64,Greece,GRC
2021-03-31,1699807.0,1092633.0,16.31,10.48,23264.0,2232.0,30851.0,607174.0,5.83,Greece,GRC
2021-04-01,1739051.0,1114363.0,16.68,10.69,28850.0,2768.0,39244.0,624688.0,5.99,Greece,GRC
2021-04-02,1777502.0,1135585.0,17.05,10.89,29254.0,2807.0,38451.0,641917.0,6.16,Greece,GRC
2021-04-03,1830362.0,1171420.0,17.56,11.24,32303.0,3099.0,52860.0,658942.0,6.32,Greece,GRC
2021-04-04,,,,,34058.0,3268.0,,,,Greece,GRC
2021-04-05,1886370.0,1222682.0,18.1,11.73,35813.0,3436.0,,663688.0,6.37,Greece,GRC
2021-04-06,1946339.0,1269938.0,18.67,12.18,39626.0,3802.0,59969.0,676401.0,6.49,Greece,GRC
2021-04-07,2003644.0,1312896.0,19.22,12.6,43405.0,4164.0,57305.0,690748.0,6.63,Greece,GRC
2021-04-08,2058750.0,1353956.0,19.75,12.99,45671.0,4382.0,55106.0,704794.0,6.76,Greece,GRC
2021-04-09,2114222.0,1394013.0,20.28,13.37,48103.0,4615.0,55472.0,720209.0,6.91,Greece,GRC
2021-04-10,2169353.0,1435503.0,20.81,13.77,48427.0,4646.0,55131.0,733850.0,7.04,Greece,GRC
2021-04-11,,,,,48464.0,4650.0,,,,Greece,GRC
2021-04-12,2225878.0,1480479.0,21.36,14.2,48501.0,4653.0,,745399.0,7.15,Greece,GRC
2021-04-13,2280934.0,1524902.0,21.88,14.63,47799.0,4586.0,55056.0,756032.0,7.25,Greece,GRC
2021-04-14,2334557.0,1569559.0,22.4,15.06,47273.0,4535.0,53623.0,764998.0,7.34,Greece,GRC
2021-04-15,2387148.0,1620067.0,22.9,15.54,46914.0,4501.0,52591.0,767081.0,7.36,Greece,GRC
2021-04-16,2440210.0,1671324.0,23.41,16.03,46570.0,4468.0,53062.0,768886.0,7.38,Greece,GRC
2021-04-17,2491857.0,1721650.0,23.91,16.52,46072.0,4420.0,51647.0,770207.0,7.39,Greece,GRC
2021-04-18,,,,,45913.0,4405.0,,,,Greece,GRC
2021-04-19,2546154.0,1774120.0,24.43,17.02,45754.0,4390.0,,772034.0,7.41,Greece,GRC
2020-12-28,1094.0,,0.01,,,,,,,Hungary,HUN
2020-12-29,2461.0,,0.03,,1367.0,142.0,1367.0,,,Hungary,HUN
2020-12-30,3789.0,,0.04,,1348.0,140.0,1328.0,,,Hungary,HUN
2020-12-31,5110.0,,0.05,,1339.0,139.0,1321.0,,,Hungary,HUN
2021-01-01,,,,,1578.0,163.0,,,,Hungary,HUN
2021-01-02,,,,,1722.0,178.0,,,,Hungary,HUN
2021-01-03,12000.0,,0.12,,1818.0,188.0,,,,Hungary,HUN
2021-01-04,15000.0,,0.16,,1987.0,206.0,3000.0,,,Hungary,HUN
2021-01-05,21000.0,,0.22,,2648.0,274.0,6000.0,,,Hungary,HUN
2021-01-06,31500.0,,0.33,,3959.0,410.0,10500.0,,,Hungary,HUN
2021-01-07,42549.0,,0.44,,5348.0,554.0,11049.0,,,Hungary,HUN
2021-01-08,,,,,6375.0,660.0,,,,Hungary,HUN
2021-01-09,,,,,7402.0,766.0,,,,Hungary,HUN
2021-01-10,71000.0,,0.73,,8429.0,873.0,,,,Hungary,HUN
2021-01-11,78579.0,,0.81,,9083.0,940.0,7579.0,,,Hungary,HUN
2021-01-12,86929.0,,0.9,,9418.0,975.0,8350.0,,,Hungary,HUN
2021-01-13,96101.0,,0.99,,9229.0,955.0,9172.0,,,Hungary,HUN
2021-01-14,105728.0,,1.09,,9026.0,934.0,9627.0,,,Hungary,HUN
2021-01-15,112847.0,,1.17,,8688.0,899.0,7119.0,,,Hungary,HUN
2021-01-16,119944.0,,1.24,,8347.0,864.0,7097.0,,,Hungary,HUN
2021-01-17,123188.0,,1.28,,7455.0,772.0,3244.0,,,Hungary,HUN
2021-01-18,131332.0,129689.0,1.3599999999999999,1.34,7536.0,780.0,8144.0,1643.0,0.02,Hungary,HUN
2021-01-19,133257.0,130318.0,1.38,1.35,6618.0,685.0,1925.0,2939.0,0.03,Hungary,HUN
2021-01-20,138584.0,134554.0,1.43,1.3900000000000001,6069.0,628.0,5327.0,4030.0,0.04,Hungary,HUN
2021-01-21,144798.0,138983.0,1.5,1.44,5581.0,578.0,6214.0,5815.0,0.06,Hungary,HUN
2021-01-22,150128.0,143184.0,1.55,1.48,5326.0,551.0,5330.0,6944.0,0.07,Hungary,HUN
2021-01-23,153392.0,145257.0,1.5899999999999999,1.5,4778.0,495.0,3264.0,8135.0,0.08,Hungary,HUN
2021-01-24,156098.0,146695.0,1.62,1.52,4701.0,487.0,2706.0,9403.0,0.1,Hungary,HUN
2021-01-25,162315.0,149676.0,1.6800000000000002,1.55,4426.0,458.0,6217.0,12639.0,0.13,Hungary,HUN
2021-01-26,170476.0,152704.0,1.76,1.58,5317.0,550.0,8161.0,17772.0,0.18,Hungary,HUN
2021-01-27,187508.0,161215.0,1.94,1.67,6989.0,723.0,17032.0,26293.0,0.27,Hungary,HUN
2021-01-28,213010.0,175283.0,2.2,1.81,9745.0,1009.0,25502.0,37727.0,0.39,Hungary,HUN
2021-01-29,247889.0,198283.0,2.5700000000000003,2.05,13966.0,1446.0,34879.0,49606.0,0.51,Hungary,HUN
2021-01-30,278830.0,222005.0,2.89,2.3,17920.0,1855.0,30941.0,56825.0,0.59,Hungary,HUN
2021-01-31,299138.0,237872.0,3.1,2.46,20434.0,2115.0,20308.0,61266.0,0.63,Hungary,HUN
2021-02-01,311662.0,243136.0,3.23,2.52,21335.0,2209.0,12524.0,68526.0,0.71,Hungary,HUN
2021-02-02,322306.0,247270.0,3.34,2.56,21690.0,2245.0,10644.0,75036.0,0.78,Hungary,HUN
2021-02-03,334130.0,249687.0,3.46,2.58,20946.0,2168.0,11824.0,84452.0,0.87,Hungary,HUN
2021-02-04,357303.0,264530.0,3.7,2.74,20613.0,2134.0,23173.0,92773.0,0.96,Hungary,HUN
2021-02-05,381062.0,279410.0,3.94,2.89,19025.0,1969.0,23759.0,101652.0,1.05,Hungary,HUN
2021-02-06,391621.0,286379.0,4.05,2.96,16113.0,1668.0,10559.0,105242.0,1.09,Hungary,HUN
2021-02-07,396634.0,289042.0,4.11,2.99,13928.0,1442.0,5013.0,107592.0,1.11,Hungary,HUN
2021-02-08,401791.0,291396.0,4.16,3.02,12876.0,1333.0,5157.0,110395.0,1.1400000000000001,Hungary,HUN
2021-02-09,406197.0,292627.0,4.2,3.03,11984.0,1241.0,4406.0,113570.0,1.18,Hungary,HUN
2021-02-10,411992.0,294624.0,4.26,3.05,11123.0,1151.0,5795.0,117368.0,1.21,Hungary,HUN
2021-02-11,431097.0,310448.0,4.46,3.21,10542.0,1091.0,19105.0,120649.0,1.25,Hungary,HUN
2021-02-12,455168.0,330745.0,4.71,3.42,10587.0,1096.0,24071.0,124423.0,1.29,Hungary,HUN
2021-02-13,463383.0,335188.0,4.8,3.47,10252.0,1061.0,8215.0,128195.0,1.33,Hungary,HUN
2021-02-14,465636.0,336297.0,4.82,3.48,9857.0,1020.0,2253.0,129339.0,1.34,Hungary,HUN
2021-02-15,473551.0,341958.0,4.9,3.54,10251.0,1061.0,7915.0,131593.0,1.3599999999999999,Hungary,HUN
2021-02-16,483751.0,348927.0,5.01,3.61,11079.0,1147.0,10200.0,134824.0,1.4,Hungary,HUN
2021-02-17,506044.0,365021.0,5.24,3.7800000000000002,13436.0,1391.0,22293.0,141023.0,1.46,Hungary,HUN
2021-02-18,544253.0,391821.0,5.63,4.06,16165.0,1673.0,38209.0,152432.0,1.58,Hungary,HUN
2021-02-19,600048.0,427309.0,6.21,4.42,20697.0,2142.0,55795.0,172739.0,1.79,Hungary,HUN
2021-02-20,636240.0,445535.0,6.59,4.61,24694.0,2556.0,36192.0,190705.0,1.97,Hungary,HUN
2021-02-21,654462.0,453457.0,6.77,4.69,26975.0,2792.0,18222.0,201005.0,2.08,Hungary,HUN
2021-02-22,662816.0,457096.0,6.86,4.73,27038.0,2799.0,8354.0,205720.0,2.13,Hungary,HUN
2021-02-23,679850.0,471004.0,7.04,4.88,28014.0,2900.0,17034.0,208846.0,2.16,Hungary,HUN
2021-02-24,719146.0,508043.0,7.44,5.26,30443.0,3151.0,39296.0,211073.0,2.18,Hungary,HUN
2021-02-25,761905.0,521283.0,7.89,5.4,31093.0,3219.0,42759.0,240622.0,2.49,Hungary,HUN
2021-02-26,808008.0,563601.0,8.36,5.83,29709.0,3075.0,46103.0,244407.0,2.5300000000000002,Hungary,HUN
2021-02-27,927181.0,677682.0,9.6,7.02,41563.0,4302.0,119173.0,249499.0,2.58,Hungary,HUN
2021-02-28,936938.0,685247.0,9.7,7.09,40354.0,4177.0,9757.0,251691.0,2.61,Hungary,HUN
2021-03-01,974524.0,721677.0,10.09,7.47,44530.0,4610.0,37586.0,252847.0,2.62,Hungary,HUN
2021-03-02,1011405.0,758037.0,10.47,7.85,47365.0,4903.0,36881.0,253368.0,2.62,Hungary,HUN
2021-03-03,1052593.0,785440.0,10.9,8.13,47635.0,4931.0,41188.0,267153.0,2.77,Hungary,HUN
2021-03-04,1142680.0,862953.0,11.83,8.93,54396.0,5631.0,90087.0,279727.0,2.9,Hungary,HUN
2021-03-05,1254377.0,949497.0,12.98,9.83,63767.0,6601.0,111697.0,304880.0,3.16,Hungary,HUN
2021-03-06,1288974.0,981401.0,13.34,10.16,51685.0,5350.0,34597.0,307573.0,3.18,Hungary,HUN
2021-03-07,1310643.0,1002714.0,13.57,10.38,53386.0,5526.0,21669.0,307929.0,3.19,Hungary,HUN
2021-03-08,1361530.0,1047045.0,14.09,10.84,55287.0,5723.0,50887.0,314485.0,3.26,Hungary,HUN
2021-03-09,1425697.0,1107791.0,14.76,11.47,59185.0,6127.0,64167.0,317906.0,3.29,Hungary,HUN
2021-03-10,1476985.0,1149557.0,15.29,11.9,60627.0,6276.0,51288.0,327428.0,3.39,Hungary,HUN
2021-03-11,1581521.0,1229827.0,16.37,12.73,62692.0,6490.0,104536.0,351694.0,3.64,Hungary,HUN
2021-03-12,1670757.0,1293414.0,17.29,13.39,59483.0,6157.0,89236.0,377343.0,3.91,Hungary,HUN
2021-03-13,1711969.0,1319266.0,17.72,13.66,60428.0,6255.0,41212.0,392703.0,4.07,Hungary,HUN
2021-03-14,1733557.0,1334595.0,17.95,13.82,60416.0,6254.0,21588.0,398962.0,4.13,Hungary,HUN
2021-03-15,1746578.0,1347073.0,18.08,13.94,55007.0,5694.0,13021.0,399505.0,4.14,Hungary,HUN
2021-03-16,1804088.0,1397342.0,18.68,14.46,54056.0,5596.0,57510.0,406746.0,4.21,Hungary,HUN
2021-03-17,1863621.0,1441706.0,19.29,14.92,55234.0,5718.0,59533.0,421915.0,4.37,Hungary,HUN
2021-03-18,1922005.0,1477554.0,19.9,15.3,48641.0,5035.0,58384.0,444451.0,4.6,Hungary,HUN
2021-03-19,1985993.0,1520350.0,20.56,15.74,45034.0,4662.0,63988.0,465643.0,4.82,Hungary,HUN
2021-03-20,2038133.0,1563242.0,21.1,16.18,46595.0,4823.0,52140.0,474891.0,4.92,Hungary,HUN
2021-03-21,2068990.0,1589601.0,21.42,16.45,47919.0,4960.0,30857.0,479389.0,4.96,Hungary,HUN
2021-03-22,2118256.0,1636436.0,21.93,16.94,53097.0,5496.0,49266.0,481820.0,4.99,Hungary,HUN
2021-03-23,2190630.0,1696110.0,22.68,17.56,55220.0,5716.0,72374.0,494520.0,5.12,Hungary,HUN
2021-03-24,2272123.0,1747519.0,23.52,18.09,58357.0,6041.0,81493.0,524604.0,5.43,Hungary,HUN
2021-03-25,2398215.0,1803553.0,24.83,18.67,68030.0,7042.0,126092.0,594662.0,6.16,Hungary,HUN
2021-03-26,2537934.0,1870631.0,26.27,19.36,78849.0,8162.0,139719.0,667303.0,6.91,Hungary,HUN
2021-03-27,2589469.0,1903498.0,26.81,19.7,78762.0,8153.0,51535.0,685971.0,7.1,Hungary,HUN
2021-03-28,2609739.0,1920347.0,27.01,19.88,77250.0,7997.0,20270.0,689392.0,7.14,Hungary,HUN
2021-03-29,,,,,81246.0,8410.0,,,,Hungary,HUN
2021-03-30,2764216.0,2011029.0,28.61,20.82,81941.0,8482.0,,753187.0,7.8,Hungary,HUN
2021-03-31,2853155.0,2065948.0,29.53,21.39,83005.0,8592.0,88939.0,787207.0,8.15,Hungary,HUN
2021-04-01,3019875.0,2156680.0,31.26,22.33,88809.0,9193.0,166720.0,863195.0,8.94,Hungary,HUN
2021-04-02,3126733.0,2235731.0,32.37,23.14,84114.0,8707.0,106858.0,891002.0,9.22,Hungary,HUN
2021-04-03,3217618.0,2312501.0,33.31,23.94,89736.0,9289.0,90885.0,905117.0,9.37,Hungary,HUN
2021-04-04,3275851.0,2362839.0,33.91,24.46,95159.0,9850.0,58233.0,913012.0,9.45,Hungary,HUN
2021-04-05,3355199.0,2432313.0,34.73,25.18,95460.0,9882.0,79348.0,922886.0,9.55,Hungary,HUN
2021-04-06,3542687.0,2536751.0,36.67,26.26,111210.0,11512.0,187488.0,1005936.0,10.41,Hungary,HUN
2021-04-07,3686031.0,2608084.0,38.16,27.0,118982.0,12317.0,143344.0,1077947.0,11.16,Hungary,HUN
2021-04-08,3815241.0,2689102.0,39.49,27.84,113624.0,11762.0,129210.0,1126139.0,11.66,Hungary,HUN
2021-04-09,3932413.0,2760938.0,40.71,28.58,115097.0,11914.0,117172.0,1171475.0,12.13,Hungary,HUN
2021-04-10,4033579.0,2835894.0,41.75,29.36,116566.0,12066.0,101166.0,1197685.0,12.4,Hungary,HUN
2021-04-11,4117641.0,2900383.0,42.62,30.02,120256.0,12448.0,84062.0,1217258.0,12.6,Hungary,HUN
2021-04-12,4220229.0,2969647.0,43.69,30.74,123576.0,12792.0,102588.0,1250582.0,12.95,Hungary,HUN
2021-04-13,4327732.0,3037023.0,44.8,31.44,112149.0,11609.0,107503.0,1290709.0,13.36,Hungary,HUN
2021-04-14,4416581.0,3090994.0,45.72,32.0,104364.0,10803.0,88849.0,1325587.0,13.72,Hungary,HUN
2021-04-15,,,,,96472.0,9986.0,,,,Hungary,HUN
2021-04-16,,,,,90300.0,9347.0,,,,Hungary,HUN
2021-04-17,4638477.0,3252579.0,48.02,33.67,86414.0,8945.0,,1385898.0,14.35,Hungary,HUN
2021-04-18,4657806.0,3266425.0,48.22,33.81,77166.0,7988.0,19329.0,1391381.0,14.4,Hungary,HUN
2021-04-19,4717755.0,3317052.0,48.84,34.34,71075.0,7357.0,59949.0,1400703.0,14.5,Hungary,HUN
2020-12-31,1800.0,,0.04,,,,,,,Ireland,IRL
2021-01-01,,,,,550.0,111.0,,,,Ireland,IRL
2021-01-02,,,,,550.0,111.0,,,,Ireland,IRL
2021-01-03,,,,,550.0,111.0,,,,Ireland,IRL
2021-01-04,4000.0,,0.08,,550.0,111.0,,,,Ireland,IRL
2021-01-05,,,,,1194.0,242.0,,,,Ireland,IRL
2021-01-06,,,,,1624.0,329.0,,,,Ireland,IRL
2021-01-07,15314.0,,0.31,,1931.0,391.0,,,,Ireland,IRL
2021-01-08,,,,,3028.0,613.0,,,,Ireland,IRL
2021-01-09,,,,,4124.0,835.0,,,,Ireland,IRL
2021-01-10,40000.0,,0.81,,5221.0,1057.0,,,,Ireland,IRL
2021-01-11,,,,,6919.0,1401.0,,,,Ireland,IRL
2021-01-12,,,,,8157.0,1652.0,,,,Ireland,IRL
2021-01-13,77303.0,,1.57,,9394.0,1902.0,,,,Ireland,IRL
2021-01-14,,,,,9452.0,1914.0,,,,Ireland,IRL
2021-01-15,,,,,8873.0,1797.0,,,,Ireland,IRL
2021-01-16,,,,,8293.0,1679.0,,,,Ireland,IRL
2021-01-17,94000.0,,1.9,,7714.0,1562.0,,,,Ireland,IRL
2021-01-18,,,,,7267.0,1472.0,,,,Ireland,IRL
2021-01-19,,,,,6819.0,1381.0,,,,Ireland,IRL
2021-01-20,121900.0,,2.47,,6371.0,1290.0,,,,Ireland,IRL
2021-01-21,,,,,6528.0,1322.0,,,,Ireland,IRL
2021-01-22,,,,,6686.0,1354.0,,,,Ireland,IRL
2021-01-23,,,,,6843.0,1386.0,,,,Ireland,IRL
2021-01-24,143000.0,,2.9,,7000.0,1418.0,,,,Ireland,IRL
2021-01-25,,,,,6552.0,1327.0,,,,Ireland,IRL
2021-01-26,,,,,6105.0,1236.0,,,,Ireland,IRL
2021-01-27,161500.0,147700.0,3.27,2.99,5657.0,1146.0,,13800.0,0.28,Ireland,IRL
2021-01-28,,,,,6271.0,1270.0,,,,Ireland,IRL
2021-01-29,,,,,6886.0,1395.0,,,,Ireland,IRL
2021-01-30,,,,,7500.0,1519.0,,,,Ireland,IRL
2021-01-31,199800.0,150500.0,4.05,3.05,8114.0,1643.0,,49300.0,1.0,Ireland,IRL
2021-02-01,,,,,8118.0,1644.0,,,,Ireland,IRL
2021-02-02,,,,,8122.0,1645.0,,,,Ireland,IRL
2021-02-03,,,,,8126.0,1646.0,,,,Ireland,IRL
2021-02-04,,,,,7643.0,1548.0,,,,Ireland,IRL
2021-02-05,230766.0,151212.0,4.67,3.06,7159.0,1450.0,,79554.0,1.6099999999999999,Ireland,IRL
2021-02-06,,,,,6486.0,1314.0,,,,Ireland,IRL
2021-02-07,240487.0,153654.0,4.87,3.11,5812.0,1177.0,,86833.0,1.76,Ireland,IRL
2021-02-08,243353.0,154900.0,4.93,3.14,5337.0,1081.0,2866.0,88453.0,1.79,Ireland,IRL
2021-02-09,248284.0,158904.0,5.03,3.22,5157.0,1044.0,4931.0,89380.0,1.81,Ireland,IRL
2021-02-10,256681.0,166863.0,5.2,3.38,5472.0,1108.0,8397.0,89818.0,1.82,Ireland,IRL
2021-02-11,261073.0,171239.0,5.29,3.47,5214.0,1056.0,4392.0,89834.0,1.82,Ireland,IRL
2021-02-12,265237.0,175238.0,5.37,3.55,4924.0,997.0,4164.0,89999.0,1.82,Ireland,IRL
2021-02-13,268551.0,176926.0,5.44,3.58,4704.0,953.0,3314.0,91625.0,1.8599999999999999,Ireland,IRL
2021-02-14,271942.0,180192.0,5.51,3.65,4494.0,910.0,3391.0,91750.0,1.8599999999999999,Ireland,IRL
2021-02-15,280581.0,182193.0,5.68,3.69,5318.0,1077.0,8639.0,98388.0,1.99,Ireland,IRL
2021-02-16,293752.0,187893.0,5.95,3.81,6495.0,1315.0,13171.0,105859.0,2.14,Ireland,IRL
2021-02-17,310900.0,197609.0,6.3,4.0,7746.0,1569.0,17148.0,113291.0,2.29,Ireland,IRL
2021-02-18,326475.0,205955.0,6.61,4.17,9343.0,1892.0,15575.0,120520.0,2.44,Ireland,IRL
2021-02-19,340704.0,214384.0,6.9,4.34,10781.0,2183.0,14229.0,126320.0,2.56,Ireland,IRL
2021-02-20,350322.0,219899.0,7.09,4.45,11682.0,2366.0,9618.0,130423.0,2.64,Ireland,IRL
2021-02-21,353971.0,222073.0,7.17,4.5,11718.0,2373.0,3649.0,131898.0,2.67,Ireland,IRL
2021-02-22,359616.0,226291.0,7.28,4.58,11291.0,2287.0,5645.0,133325.0,2.7,Ireland,IRL
2021-02-23,373280.0,238841.0,7.5600000000000005,4.84,11361.0,2301.0,13664.0,134439.0,2.7199999999999998,Ireland,IRL
2021-02-24,391355.0,254948.0,7.93,5.16,11494.0,2328.0,18075.0,136407.0,2.76,Ireland,IRL
2021-02-25,409529.0,271594.0,8.29,5.5,11865.0,2403.0,18174.0,137935.0,2.79,Ireland,IRL
2021-02-26,426070.0,285780.0,8.63,5.79,12195.0,2470.0,16541.0,140290.0,2.84,Ireland,IRL
2021-02-27,435895.0,294550.0,8.83,5.97,12225.0,2476.0,9825.0,141345.0,2.86,Ireland,IRL
2021-02-28,439782.0,297899.0,8.91,6.03,12259.0,2483.0,3887.0,141883.0,2.87,Ireland,IRL
2021-03-01,446474.0,303550.0,9.04,6.15,12408.0,2513.0,6692.0,142924.0,2.89,Ireland,IRL
2021-03-02,460637.0,316056.0,9.33,6.4,12480.0,2527.0,14163.0,144581.0,2.93,Ireland,IRL
2021-03-03,,,,,12271.0,2485.0,,,,Ireland,IRL
2021-03-04,493873.0,346256.0,10.0,7.01,12049.0,2440.0,,147617.0,2.99,Ireland,IRL
2021-03-05,513322.0,363601.0,10.4,7.36,12465.0,2524.0,19449.0,149721.0,3.03,Ireland,IRL
2021-03-06,523069.0,373149.0,10.59,7.5600000000000005,12453.0,2522.0,9747.0,149920.0,3.04,Ireland,IRL
2021-03-07,525768.0,375521.0,10.65,7.61,12284.0,2488.0,2699.0,150247.0,3.04,Ireland,IRL
2021-03-08,536617.0,382528.0,10.87,7.75,12878.0,2608.0,10849.0,154089.0,3.12,Ireland,IRL
2021-03-09,553161.0,396089.0,11.2,8.02,13218.0,2677.0,16544.0,157072.0,3.18,Ireland,IRL
2021-03-10,570391.0,409662.0,11.55,8.3,13305.0,2695.0,17230.0,160729.0,3.26,Ireland,IRL
2021-03-11,589512.0,426819.0,11.94,8.64,13663.0,2767.0,19121.0,162693.0,3.29,Ireland,IRL
2021-03-12,606904.0,443092.0,12.29,8.97,13369.0,2707.0,17392.0,163812.0,3.32,Ireland,IRL
2021-03-13,615934.0,451589.0,12.47,9.15,13266.0,2687.0,9030.0,164345.0,3.33,Ireland,IRL
2021-03-14,617050.0,452554.0,12.5,9.17,13040.0,2641.0,1116.0,164496.0,3.33,Ireland,IRL
2021-03-15,620580.0,455182.0,12.57,9.22,11995.0,2429.0,3530.0,165398.0,3.35,Ireland,IRL
2021-03-16,632359.0,463500.0,12.81,9.39,11314.0,2291.0,11779.0,168859.0,3.42,Ireland,IRL
2021-03-17,639586.0,468328.0,12.95,9.48,9885.0,2002.0,7227.0,171258.0,3.47,Ireland,IRL
2021-03-18,654251.0,478725.0,13.25,9.7,9248.0,1873.0,14665.0,175526.0,3.55,Ireland,IRL
2021-03-19,668529.0,487466.0,13.54,9.87,8804.0,1783.0,14278.0,181063.0,3.67,Ireland,IRL
2021-03-20,675946.0,492106.0,13.69,9.97,8573.0,1736.0,7417.0,183840.0,3.7199999999999998,Ireland,IRL
2021-03-21,680015.0,495824.0,13.77,10.04,8995.0,1822.0,4069.0,184191.0,3.73,Ireland,IRL
2021-03-22,690449.0,503796.0,13.98,10.2,9981.0,2021.0,10434.0,186653.0,3.7800000000000002,Ireland,IRL
2021-03-23,709348.0,515800.0,14.37,10.45,10998.0,2227.0,18899.0,193548.0,3.92,Ireland,IRL
2021-03-24,732678.0,529984.0,14.84,10.73,13299.0,2693.0,23330.0,202694.0,4.1,Ireland,IRL
2021-03-25,760168.0,548945.0,15.39,11.12,15131.0,3064.0,27490.0,211223.0,4.28,Ireland,IRL
2021-03-26,786569.0,567023.0,15.93,11.48,16863.0,3415.0,26401.0,219546.0,4.45,Ireland,IRL
2021-03-27,802502.0,577641.0,16.25,11.7,18079.0,3661.0,15933.0,224861.0,4.55,Ireland,IRL
2021-03-28,806541.0,580857.0,16.33,11.76,18075.0,3661.0,4039.0,225684.0,4.57,Ireland,IRL
2021-03-29,819676.0,590688.0,16.6,11.96,18461.0,3739.0,13135.0,228988.0,4.64,Ireland,IRL
2021-03-30,840561.0,603802.0,17.02,12.23,18745.0,3796.0,20885.0,236759.0,4.79,Ireland,IRL
2021-03-31,865460.0,619003.0,17.53,12.54,18969.0,3842.0,24899.0,246457.0,4.99,Ireland,IRL
2021-04-01,893375.0,636963.0,18.09,12.9,19030.0,3854.0,27915.0,256412.0,5.19,Ireland,IRL
2021-04-02,923878.0,655292.0,18.71,13.27,19616.0,3973.0,30503.0,268586.0,5.44,Ireland,IRL
2021-04-03,932324.0,660800.0,18.88,13.38,18546.0,3756.0,8446.0,271524.0,5.5,Ireland,IRL
2021-04-04,,,,,18580.0,3763.0,,,,Ireland,IRL
2021-04-05,940883.0,667182.0,19.05,13.51,17315.0,3507.0,,273701.0,5.54,Ireland,IRL
2021-04-06,961887.0,679844.0,19.48,13.77,17332.0,3510.0,21004.0,282043.0,5.71,Ireland,IRL
2021-04-07,1018264.0,716636.0,20.62,14.51,21829.0,4421.0,56377.0,301628.0,6.11,Ireland,IRL
2021-04-08,,,,,19817.0,4013.0,,,,Ireland,IRL
2021-04-09,1045919.0,735997.0,21.18,14.91,17434.0,3531.0,,309922.0,6.28,Ireland,IRL
2021-04-10,,,,,17496.0,3543.0,,,,Ireland,IRL
2021-04-11,1063666.0,749450.0,21.54,15.18,18152.0,3676.0,,314216.0,6.36,Ireland,IRL
2021-04-12,1076216.0,758763.0,21.8,15.37,19333.0,3915.0,12550.0,317453.0,6.43,Ireland,IRL
2021-04-13,1094964.0,769721.0,22.18,15.59,19011.0,3850.0,18748.0,325243.0,6.59,Ireland,IRL
2021-04-14,1121003.0,789526.0,22.7,15.99,14677.0,2972.0,26039.0,331477.0,6.71,Ireland,IRL
2021-04-15,,,,,17512.0,3547.0,,,,Ireland,IRL
